,#,Constituency,State,Candidate,Votes,Votes%,Coalition,Party,Majority,Incumbent,Incumbent_Coalition,Incumbent_Party,Eligible_Voters,Malay_Voters%,Chinese_Voters%,Indian_Voters%,Others_Voters%,Muslim_Bumi_Voters%,Non_Muslim_Bumi_Voters%,Voter_Turnout,Voter_Turnout%,Spoilt_Votes,Spoilt_Votes%
284,P115,Batu,Federal Territory of Kuala Lumpur,Chua Tian Chang,41672,57.9,PR,PKR,13284,Chua Tian Chang,PR,PKR,85402,44.0,38.0,16.0,,,,71988,84.3,606,0.7
285,P115,Batu,Federal Territory of Kuala Lumpur,Dominic Lau Hoe Chai,28388,39.4,BN,Gerakan,13284,Chua Tian Chang,PR,PKR,85402,44.0,38.0,16.0,,,,71988,84.3,606,0.7
286,P115,Batu,Federal Territory of Kuala Lumpur,Hashim Abdul Karim,949,1.3,,IND,13284,Chua Tian Chang,PR,PKR,85402,44.0,38.0,16.0,,,,71988,84.3,606,0.7
287,P115,Batu,Federal Territory of Kuala Lumpur,Nazariah Abbas,209,0.3,,IND,13284,Chua Tian Chang,PR,PKR,85402,44.0,38.0,16.0,,,,71988,84.3,606,0.7
288,P115,Batu,Federal Territory of Kuala Lumpur,Atan Jasin,164,0.2,,IND,13284,Chua Tian Chang,PR,PKR,85402,44.0,38.0,16.0,,,,71988,84.3,606,0.7
289,P116,Wangsa Maju,Federal Territory of Kuala Lumpur,Mohd Shafei Abdullah,26130,44.9,BN,UMNO,5511,Wee Choo Keong,,IND,67775,53.0,36.0,9.0,,,,58146,85.8,375,0.6
290,P116,Wangsa Maju,Federal Territory of Kuala Lumpur,Tan Kee Kwong,31641,54.4,PR,PKR,5511,Wee Choo Keong,,IND,67775,53.0,36.0,9.0,,,,58146,85.8,375,0.6
291,P117,Segambut,Federal Territory of Kuala Lumpur,Lim Lip Eng,41383,64.6,PR,DAP,19199,Lim Lip Eng ,PR,DAP,75631,33.0,53.0,12.0,,,,64052,84.7,485,0.6
292,P117,Segambut,Federal Territory of Kuala Lumpur,Jayanthi Devi Balaguru,22184,34.6,BN,Gerakan,19199,Lim Lip Eng ,PR,DAP,75631,33.0,53.0,12.0,,,,64052,84.7,485,0.6
293,P118,Setiawangsa,Federal Territory of Kuala Lumpur,Ahmad Fauzi Zahari,26809,50.8,BN,UMNO,1390,Zulhasnan Rafique,BN,UMNO,62309,56.0,30.0,11.0,,,,52730,84.6,502,0.8
294,P118,Setiawangsa,Federal Territory of Kuala Lumpur,Ibrahim Yaacob,25419,48.2,PR,PKR,1390,Zulhasnan Rafique,BN,UMNO,62309,56.0,30.0,11.0,,,,52730,84.6,502,0.8
295,P119,Titiwangsa,Federal Territory of Kuala Lumpur,Johari Abdul Ghani,23034,50.6,BN,UMNO,866,Vacant,,none,55282,68.0,20.0,10.0,,,,45513,82.3,311,0.6
296,P119,Titiwangsa,Federal Territory of Kuala Lumpur,Ahmad Zamri Asa'ad Khuzami,22168,48.7,PR,PAS,866,Vacant,,none,55282,68.0,20.0,10.0,,,,45513,82.3,311,0.6
297,P120,Bukit Bintang,Federal Territory of Kuala Lumpur,Frankie Gan Joon Zin,11009,26.4,BN,MCA,19399,Fong Kui Lun,PR,DAP,55721,14.0,73.0,11.0,,,,41772,75.0,355,0.6
298,P120,Bukit Bintang,Federal Territory of Kuala Lumpur,Fong Kui Lun,30408,72.8,PR,DAP,19399,Fong Kui Lun,PR,DAP,55721,14.0,73.0,11.0,,,,41772,75.0,355,0.6
299,P121,Lembah Pantai,Federal Territory of Kuala Lumpur,Nurul Izzah Anwar,31008,51.0,PR,PKR,1847,Nurul Izzah Anwar,PR,PKR,72396,55.0,23.0,20.0,,,,60855,84.1,519,0.7
300,P121,Lembah Pantai,Federal Territory of Kuala Lumpur,Raja Nong Chik Raja Zainal Abidin,29161,47.9,BN,UMNO,1847,Nurul Izzah Anwar,PR,PKR,72396,55.0,23.0,20.0,,,,60855,84.1,519,0.7
301,P121,Lembah Pantai,Federal Territory of Kuala Lumpur,Rusli Baba,167,0.3,,IND,1847,Nurul Izzah Anwar,PR,PKR,72396,55.0,23.0,20.0,,,,60855,84.1,519,0.7
302,P122,Seputeh,Federal Territory of Kuala Lumpur,Teresa Kok Suh Sim,61500,85.7,PR,DAP,51552,Teresa Kok Suh Sim,PR,DAP,85976,5.0,88.0,6.0,,,,71750,83.5,302,0.4
303,P122,Seputeh,Federal Territory of Kuala Lumpur,Nicole Wong Siaw Ting,9948,13.9,BN,MCA,51552,Teresa Kok Suh Sim,PR,DAP,85976,5.0,88.0,6.0,,,,71750,83.5,302,0.4
304,P123,Cheras,Federal Territory of Kuala Lumpur,Teoh Chee Hooi,10840,18.2,BN,MCA,37409,Tan Kok Wai,PR,DAP,72551,10.0,82.0,7.0,,,,59404,81.9,315,0.4
305,P123,Cheras,Federal Territory of Kuala Lumpur,Tan Kok Wai,48249,81.2,PR,DAP,37409,Tan Kok Wai,PR,DAP,72551,10.0,82.0,7.0,,,,59404,81.9,315,0.4
306,P124,Bandar Tun Razak,Federal Territory of Kuala Lumpur,Abdul Khalid Ibrahim,44067,56.4,PR,PKR,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53.0,37.0,9.0,,,,78147,85.9,861,0.9
307,P124,Bandar Tun Razak,Federal Territory of Kuala Lumpur,Tan Kok Eng,32235,41.2,BN,MCA,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53.0,37.0,9.0,,,,78147,85.9,861,0.9
308,P124,Bandar Tun Razak,Federal Territory of Kuala Lumpur,Mohamad Sukeri Abdul Samat,793,1.0,,IND,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53.0,37.0,9.0,,,,78147,85.9,861,0.9
309,P124,Bandar Tun Razak,Federal Territory of Kuala Lumpur,Mokhtar Salahudin,191,0.2,,IND,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53.0,37.0,9.0,,,,78147,85.9,861,0.9
310,P125,Putrajaya,Federal Territory of Putrajaya,Tengku Adnan Tengku Mansor,9943,69.0,BN,UMNO,5541,Tengku Adnan Tengku Mansor,BN,UMNO,15791,94.0,,3.0,2.0,,,14418,91.3,73,0.5
311,P125,Putrajaya,Federal Territory of Putrajaya,Husam Musa,4402,30.5,PR,PAS,5541,Tengku Adnan Tengku Mansor,BN,UMNO,15791,94.0,,3.0,2.0,,,14418,91.3,73,0.5
312,P126,Jelebu,Negeri Sembilan,Zainudin Ismail,22114,58.4,BN,UMNO,7101,Rais Yatim,BN,UMNO,44937,63.0,26.0,6.0,,,,37883,84.3,756,1.7
313,P126,Jelebu,Negeri Sembilan,Raj Munni Sabu,15013,39.6,PR,PAS,7101,Rais Yatim,BN,UMNO,44937,63.0,26.0,6.0,,,,37883,84.3,756,1.7
314,P127,Jempol,Negeri Sembilan,Mohd Isa Abdul Samad,31124,56.9,BN,UMNO,8629,Lilah Yasin,BN,UMNO,65213,60.0,25.0,13.0,,,,54701,83.9,1082,1.7
315,P127,Jempol,Negeri Sembilan,Wan Aishah Wan Ariffin,22495,41.1,PR,PAS,8629,Lilah Yasin,BN,UMNO,65213,60.0,25.0,13.0,,,,54701,83.9,1082,1.7
316,P128,Seremban,Negeri Sembilan,Bujang Abu,83,0.1,,IND,12553,John Fernandez,,IND,102305,44.0,41.0,14.0,,,,87359,85.4,1486,1.5
317,P128,Seremban,Negeri Sembilan,Loke Siew Fook,45628,52.2,PR,DAP,12553,John Fernandez,,IND,102305,44.0,41.0,14.0,,,,87359,85.4,1486,1.5
318,P128,Seremban,Negeri Sembilan,Yeow Chai Thiam,33075,37.9,BN,MCA,12553,John Fernandez,,IND,102305,44.0,41.0,14.0,,,,87359,85.4,1486,1.5
319,P128,Seremban,Negeri Sembilan,Abdul Halim Abdullah,6866,7.9,,BERJASA,12553,John Fernandez,,IND,102305,44.0,41.0,14.0,,,,87359,85.4,1486,1.5
320,P128,Seremban,Negeri Sembilan,John Fernandez,221,0.3,,IND,12553,John Fernandez,,IND,102305,44.0,41.0,14.0,,,,87359,85.4,1486,1.5
321,P129,Kuala Pilah,Negeri Sembilan,Hasan Malek,24507,61.0,BN,UMNO,9661,Hasan Malek,BN,UMNO,47671,76.0,17.0,5.0,,,,40147,84.2,794,1.7
322,P129,Kuala Pilah,Negeri Sembilan,Mohd Nazree Mohd Yunus,14846,37.0,PR,PKR,9661,Hasan Malek,BN,UMNO,47671,76.0,17.0,5.0,,,,40147,84.2,794,1.7
323,P130,Rasah,Negeri Sembilan,Teo Kok Seong,49272,65.1,PR,DAP,24101,Loke Siew Fook,PR,DAP,88403,28.0,48.0,22.0,,,,75651,85.6,1208,1.4
324,P130,Rasah,Negeri Sembilan,Teo Eng Kian,25171,33.3,BN,MCA,24101,Loke Siew Fook,PR,DAP,88403,28.0,48.0,22.0,,,,75651,85.6,1208,1.4
325,P131,Rembau,Negeri Sembilan,Abdul Aziz Hassan,325,0.5,,IND,18357,Khairy Jamaluddin,BN,UMNO,79661,70.0,12.0,16.0,,,,69291,87.0,1217,1.5
326,P131,Rembau,Negeri Sembilan,Khairy Jamaluddin Abu Bakar,43053,62.1,BN,UMNO,18357,Khairy Jamaluddin,BN,UMNO,79661,70.0,12.0,16.0,,,,69291,87.0,1217,1.5
327,P131,Rembau,Negeri Sembilan,Radzali A. Ghani,24696,35.6,PR,PKR,18357,Khairy Jamaluddin,BN,UMNO,79661,70.0,12.0,16.0,,,,69291,87.0,1217,1.5
328,P132,Telok Kemang,Negeri Sembilan,Kamarudin Kumaravel Abdullah,394,0.7,,IND,1579,Kamarul Bahrin Abbas,PR,PKR,70524,42.0,34.0,21.0,,,,59855,84.9,1344,1.9
329,P132,Telok Kemang,Negeri Sembilan,Kamarul Bahrin Abbas,29848,49.9,PR,PKR,1579,Kamarul Bahrin Abbas,PR,PKR,70524,42.0,34.0,21.0,,,,59855,84.9,1344,1.9
330,P132,Telok Kemang,Negeri Sembilan,Mogan Velayatham,28269,47.2,BN,MIC,1579,Kamarul Bahrin Abbas,PR,PKR,70524,42.0,34.0,21.0,,,,59855,84.9,1344,1.9
331,P133,Tampin,Negeri Sembilan,Abdul Razakek Abdul Rahim,18228,37.5,PR,PAS,11162,Shaziman Abu Mansor,BN,UMNO,57268,61.0,24.0,13.0,,,,48660,85.0,1042,1.8
332,P133,Tampin,Negeri Sembilan,Shaziman Abu Mansor,29390,60.4,BN,UMNO,11162,Shaziman Abu Mansor,BN,UMNO,57268,61.0,24.0,13.0,,,,48660,85.0,1042,1.8
333,P134,Masjid Tanah,Malacca,Mohd Nasaie Ismail,11488,28.9,PR,PAS,16200,Abu Seman Yusop,BN,UMNO,45952,82.0,13.0,4.0,,,,39742,86.5,566,1.2
334,P134,Masjid Tanah,Malacca,Mas Ermieyati Samsudin,27688,69.7,BN,UMNO,16200,Abu Seman Yusop,BN,UMNO,45952,82.0,13.0,4.0,,,,39742,86.5,566,1.2
335,P135,Alor Gajah,Malacca,Damian Yeo Shen Li,20997,38.2,PR,DAP,11597,Fong Chan Onn,BN,MCA,63591,59.0,28.0,13.0,,,,55028,86.5,1437,2.2
336,P135,Alor Gajah,Malacca,Koh Nai Kwong,32594,59.2,BN,MCA,11597,Fong Chan Onn,BN,MCA,63591,59.0,28.0,13.0,,,,55028,86.5,1437,2.2
337,P136,Tangga Batu,Malacca,Abu Bakar Mohamad Diah,39468,61.4,BN,UMNO,15633,Idris Haron,BN,UMNO,73282,68.0,25.0,,4.0,,,64288,87.7,985,1.3
338,P136,Tangga Batu,Malacca,Rahim Ali,23835,37.1,PR,PKR,15633,Idris Haron,BN,UMNO,73282,68.0,25.0,,4.0,,,64288,87.7,985,1.3
339,P137,Bukit Katil,Malacca,Shamsul Iskandar Md. Akin,46357,52.6,PR,PKR,5733,Md Sirat Abu,BN,UMNO,99438,53.0,41.0,6.0,,,,88083,88.4,1102,1.1
340,P137,Bukit Katil,Malacca,Mohd Ali Rustam,40624,46.1,BN,UMNO,5733,Md Sirat Abu,BN,UMNO,99438,53.0,41.0,6.0,,,,88083,88.4,1102,1.1
341,P138,Kota Melaka,Malacca,Sim Tong Him,49521,62.3,PR,DAP,20746,Sim Tong Him ,PR,DAP,92322,36.0,59.0,4.0,,,,79464,86.1,1168,1.3
342,P138,Kota Melaka,Malacca,Yee Kok Wah,28775,36.2,BN,MCA,20746,Sim Tong Him ,PR,DAP,92322,36.0,59.0,4.0,,,,79464,86.1,1168,1.3
343,P139,Jasin,Malacca,Rahmat Yusof,21973,38.7,PR,PKR,11763,Ahmad Hamzah,BN,UMNO,64455,71.0,18.0,10.0,,,,56710,88.8,1001,1.6
344,P139,Jasin,Malacca,Ahmad Hamzah,33736,59.5,BN,UMNO,11763,Ahmad Hamzah,BN,UMNO,64455,71.0,18.0,10.0,,,,56710,88.8,1001,1.6
345,P140,Segamat,Johor,Subramaniam Sathasivam,20037,50.3,BN,MIC,1217,Subramaniam Sathasivam,BN,MIC,47009,44.0,46.0,10.0,,,,39807,84.7,950,2.0
346,P140,Segamat,Johor,Chua Jui Meng,18820,47.3,PR,PKR,1217,Subramaniam Sathasivam,BN,MIC,47009,44.0,46.0,10.0,,,,39807,84.7,950,2.0
347,P141,Sekijang,Johor,Julailey Jemadi,16927,45.2,PR,PKR,3007,Baharum Mohamed,BN,UMNO,43066,56.0,39.0,5.0,,,,37448,87.0,587,1.4
348,P141,Sekijang,Johor,Anuar Abdul Manap,19934,53.2,BN,UMNO,3007,Baharum Mohamed,BN,UMNO,43066,56.0,39.0,5.0,,,,37448,87.0,587,1.4
